,Unnamed: 0,link,site,category,article
127,127,https://times.mw/malawi-police-intercept-chamba-cake/,times.mw,chamba,"Home/National/Malawi Police intercept chamba cake
National
Malawi Police intercept chamba cake
Tom Sangala
January 8, 2016
242 Less than a minuteAdvertisement
Malawi Police at Kamuzu International Airport (KIA) in Lilongwe Thursday intercepted Cannabis sativa, locally known as chamba, in cake form, weighing 4 kilogrammes.
According to KIA Police Public Relations Officer (PRO) Sapulain Chitonde, the illegal drug was wrapped in carbon papers covered with pepper “to disguise the smell and beat security.”
“The parcel was posted from Zimbabwe by a Cleyton Hickey, 19, whose address is Oakland Road, Braeside, Harare and it was going to Richard Peterson, 89, of Woodheyes Road, London, using Zimbabwean Post Office on Kenyan Airways from Zimbabwe through Malawi to the UK,” said Chitonde.
Advertisement
He added that KIA Police have stepped up security at the airport especially when it comes to scrutinising every parcel that enters or leaves the airport, hence the interception of the illicit drug.
The KIA Police PRO said no arrest has been made so far because the parcel was sent from Zimbabwe.
“We will communicate with our colleagues in Zimbabwe so that they can trace the sender using the name and address that we have,” said Chitonde.
Advertisement
Illegal importation of dangerous drugs is contrary to section 11 as read with regulation 19 of the Dangerous Drugs Act.
KIA Police have in the past intercepted a number of illegal exports and imports which include the lucrative but banned game trophies popularly known as ivory and round wood.
Facebook Notice for EU! You need to login to view and post FB Comments!
Tom Sangala
A vibrant writer who gives a great insight on hot topics and issues
Advertisement
Tags
Chamba"
128,128,https://www.nyasatimes.com/man-jailed-18-months-selling-chamba-rumphi-students/,www.nyasatimes.com,chamba,"Man jailed 18 months for selling Chamba to Rumphi studentsNovember 30, 2017 Elias Nyirenda - Nyasa Times 1 CommentThe first grade magistrate court in Rumphi has sentenced a 24 year old man to 18 months imprisonment with hard labor for selling Indian Hemp to secondary school going students.
gemp
The court heard that the convict, Alinuswe Simwera used to sit along Mawelere stream evry morning where he could sell twists of Chamba.
Rumphi Police prosecutor sergeant Jean Chirombo told the court that the suspect targeted students from Chankhomi community day secondary school who were his main buyers.
The prosecutor said members of the public tipped off the police that the suspect was trading in illicit drugs.
“They promptly rounded him up and arrested the suspect at his marketing base along Mawelewere stream which is close to Chankhomi CDSS,” he said.
During the material day, the police found the suspect with 25 twists and some loose Indian hemp.
When the suspect appeared before court he pleaded guilty to the charge of being in possession of Indian Hemp contrary to Regulation 4(a) as read with section 19 of dangerous Drugs Act.
Sergeant Jean Chirombo therefore prayed before court to pass s stiffer sentence as the suspect was posing threat to students and at the same time jeopardizing their education.
In passing sentence, First Grade Magistrate (FGM) Cuthbert Phiri concurred with the state in saying that the suspect was a menace to society by trading in illicit drugs.
He therefore meted out a stiffer punishment in order to deter the other would be offenders.
Alinuswe Simwera 24, comes from Chilipapa village in T/A Chikulamayembe in Rumphi district.
  Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempRumphi"
129,129,https://times.mw/mdf-soldier-nabbed-for-possessing-chamba/,times.mw,chamba,"Home/National/MDF soldier nabbed for possessing chamba
National
MDF soldier nabbed for possessing chamba
Tom Sangala
April 6, 2018
277 Less than a minuteAdvertisement
A Malawi Defence Force (MDF) soldier is in police custody at Kasungu Police Station for being found in possession of 16 plastic bags of marijuana, locally known as chamba.
Central Region Police publicist Nolliettie Chihana Chimala, confirmed the development in an interview yesterday.
Chimala identified the suspect as 23-year old private 20318 Alex Kanjanga based at Engineers Battalion in Kasungu.
Advertisement
The suspect was arrested at Thavite Trading Centre where the police had mounted an ad hoc roadblock along the Nkhotakota-Salima [M5] Road on April 3 2018.
“And, in the course of searching bags of passengers, police discovered 16 plastic bags and chamba seeds in a travelling bag of the suspect. He was arrested and taken into custody after which he was charged with an offence of being found in possession of Indian hemp without a licence,” she said.
She said that samples of the stuff would soon be sent to Chitedze Research Station for examination and analysis as law enforcers prepare to take Kanjanga to court to answer the charge levelled against him.
Advertisement
The suspect comes from Msongola Village, in Traditional Authority (T/A) Kwataine, in Ntcheu District.
In a related development, police have arrested Laurent Medson Tambala for being found in possession of 11 plastic bags of Indian hemp at the Thavite Trading Centre.
Tambala, who comes from Kapangalika Village, T/A Khongoni, in Lilongwe District, will appear in court after police enquiries are completed.
Facebook Notice for EU! You need to login to view and post FB Comments!
Tom Sangala
A vibrant writer who gives a great insight on hot topics and issues
Advertisement
Tags
Malawi Defense Force
Malawi Police"
130,130,https://www.nyasatimes.com/five-chamba-convicts-escape-jail-sentence-after-paying-fine/,www.nyasatimes.com,chamba,"Five chamba convicts escape jail sentence after paying fineApril 15, 2016 Nyasa Times Reporter 6 CommentsThe Balaka First Grade Magistrate court in eastern Malawi has ordered five people to pay a fine of K210, 000.00 for being found in possession of as Indian hemp, locally known as chamba.
Belewa: Why me?
Police Prosecutor Sergeant Christopher Nyirongo told the court that the suspects Boniface Brasho 23, Gift Banda 37, George Biliwita 22, Memory Banda 23 and Mayeso Misomali 30 were found with over 700 kilograms of the illegal herb on 6th April, 2016 within Balaka town.
“The suspects were traveling in motor vehicles Toyota Noah registration number NU 5035 and a Toyota Corolla registration number KA 4516 from Nkhotakota heading Zomba, and were intercepted within Balaka Town after the Police erected an abrupt road block,” he said.
The suspects pleaded guilty to the offence of being found in possession of Indian hemp and upon submission of the facts by the state.
Nyirongo asked the court to consider giving the suspects a stiffer sentence considering that “the suspect are not first offenders” as they were also convicted by the Salima Magistrate Court on the similar charge.
He said this shows that they are not changing hence the need for a stiffer sentence.
In their mitigation, the suspects pleaded for forgiveness saying they were doing this because of poverty and that they have children to look after.
Passing judgment, First Grade Magistrate Felix Mandala said the suspects deserved stiffer sentences and then ordered Boniface Brasho and George Biriweti to pay a fine of K60, 000.00 each and in default serve a 6 months custodial sentence.
The Magistrate also ordered Gift Banda, Memory Banda and Mayeso Misomali to pay a fine of K30, 000.00 each and in default serve a 3 months custodial sentence.
Mandala said he has given them such a sentence so that it should be lesson to them and would be offenders. The court has also ordered that the cannabis sativa be destroyed.
All the suspects paid the fines.
In a related development Police in Dowa this week arrested a 44-year-old man on suspicion that he was cultivating Indian hemp.
Dowa Police spokesperson Richard Kaponda identified  the suspecr as Luka Belewa.
He said police also uprooted the plant grown on about half an acre.
Kaponda said the suspect comes from Mtengowopota Village, Traditional Authority (T/A) Msakambewa in the district.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
BalakaIndian hemp"
131,131,https://www.nyasatimes.com/malawi-police-arrest-two-selling-chamba-lotion-limbe/,www.nyasatimes.com,chamba,"Malawi Police arrest two for selling Chamba lotion in LimbeSeptember 2, 2017 Yamikani Yapuwa -Mana 7 CommentsMalawi Police in Limbe have arrested two suspects for being found in possession of 18 bottles of lotion which contained the illicit drug of Cannabis Sativa, locally known as Chamba.
Limbe Police Deputy Public Relations Officer (PRO), Widson Nhlane Friday identified the two as Samuel Chokomba, 20 and Eliza Sinsamala, 19 who were arrested after they received a tip that the two process the drug into lotion which they sell at Limbe market.
“The drug section at Limbe Police Station received information from well wishers to the effect that the duo processes the stuff into lotion which they sell in Limbe,” he said.
“Investigations were launched which yielded positive results after arresting them plus seizure of the 18 bottles of lotion containing the stuff,” Nhlane added.
Deputy PRO said the drug has since been taken to Bvumbwe Research Station for laboratory tests before the two are taken to court soon to answer charges of being found in possession of Cannabis Sativa.
Chokomba hails from Mtambalika Village in the area of Traditional Authority Kapeni in Blantyre while Sinsamala hails from Chiwembu Village in the area of Traditional Authority Nthache in Mwanza.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp"
132,132,https://www.nyasatimes.com/malawi-police-arrest-zambian-woman-for-chamba/,www.nyasatimes.com,chamba,"Malawi Police arrest Zambian woman for ChambaJune 5, 2012 Nyasa Times Be the first to commentPolice in Mzimba have arrested 56 year old Zambian woman Hildah Phiri for being found in possession of 6 bags of Indian Hemp each weighing 90kgs.
Phiri, comes from Chiundira village in the area of T/A Magodi, Lundazi district.
Mzimba police spokesperson Gift Nyirongo confirmed the arrest in an interview on Monday.
Mzimba police spokesman Gift Nyirongo
Nyirongo said the police worked on from members of the public that the woman had hired a vehicle in order to ferry the illicit drug to Lundazi, Zambia.
He said police officers from Emfeni police unit followed up the matter to Mgozga where the illegal drug was being packed.
”The police therefore established a snap road block at Chibandauka trading centre, which is a kilometre from Mgozga,” said Nyirongo.
He said at around 11pm, a motor vehicle-Toyota pick up registration number KU 1929- carrying the 6 bags was impounded at the road block.
The PRO said the woman has since been charged with the offence of being found in possession of Indian Hemp and will apear in court soon.
Most of the illicit drug cases in Mzimba are being registered in Mgozga area, where Chamba is extensively cultivated.
Mgozga lies in a fertile belt on the side of the south eastern part of Mzimba in the area of traditonal authority Mabulabo, the belt stretches into Nkhota-kota, Kasungu and Nkhata-bay.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempMzimbaZambia"
133,133,https://mwnation.com/chamba-elevated-to-senior-chief/,mwnation.com,chamba,"Chamba elevated to senior chiefby Malawi News Agency 17/11/2016 in National News 1 min read
0  Traditional Authority (T/A) Chamba of Machinga was on Tuesday elevated to senior chief at a ceremony that took place at Chikala Primary School.
Minister of Local Government and Rural Development Kondwani Nankhumwa presided over the ceremony.
He said government mainly elevates chiefs based on dedication to development work and promotion of stability in their respective areas.
Nankhumwa: Continue developing the area
nankhumwa
Nankhumwa said Chamba was elevated to a senior position due to his ability to mobilise his subjects to participate in development work.
The area has a vibrant community-based policing such that Chamba area has not registered any abduction and killings of people with albinism since the issue started in the district in 2015.
The minister called on the newly elevated chief to continue discharging his duties in line with government development agenda and in the interest of his subjects.
Senior Chief Kawinga called on fellow chiefs to embark on projects that will benefit their subjects.
Chamba was installed T/A in 2005 and his elevation is effective July this year.
Machinga, which has a population of over 500 000 people, has 16 chiefs and 11 constituencies. n
 "
134,134,https://www.nyasatimes.com/taming-generation-alcoholics-chamba-smokers-malawi/,www.nyasatimes.com,chamba,"Taming a generation of alcoholics and chamba smokers in MalawiOctober 3, 2017 Ireen Kayira  - Mana 1 CommentTiyese Landirani (not her real name), a Blantyre resident living in Chirimba Township is a worried mother.
Liquor in plastic bottles displayed for sale at one of the markets in Blantyre – Pic by Francis Mphweya
Her 23-year-old son started taking liquor at the age of 15 when he was in Form 2.
“I did not expect it until the time when my son started smelling of alcohol each time he came back home in the evenings. As a parent, I confronted him and did all I could to stop him but he could not change,” Landirani says.
Due to alcoholism, his performance at school gradually dwindled. No wonder he failed his Junior Certificate Examinations that year.
“I persuaded him to go back to school which he did at long last but did not stop his drinking habits which eventually led him to drop out of school when he reached Form 3.
“Today his life is dependent on alcohol such that he can’t do anything productive because he spends most of his time and money on alcohol. I feel bad as a parent because most of his friends are educated and earning a living,” Landirani laments.
Alcohol and substance abuse has become a major problem in Malawi. Many youths are drinking spirits and smoking marijuana which is forecasting a bad future for the country.
Malawi News Agency (Mana) observes that substances such as marijuana, locally known as chamba, are easily accessed by the youth.
Even spirits packaged in plastic bottles are still available on the markets despite government ban. They are sold at lower prices than the usual stuff which makes them affordable to the youth.
Saint John of God House of Hospitality Clinical Director, Michael Nyirenda says the mental health hospital in Mzuzu has recorded extreme cases of clients who abuse the substances.
He says about 7 to 8 percent of those who obtained services at the hospital’s out–patient department in 2016 had serious problems resulting from chamba smoking and alcohol abuse.
“We used to have people starting to abuse substances late in their adolescence. But now we receive children as young as 12 and 15 years; most of whom, are in secondary school. This should be a concern for the nation. It only shows how big the problem is on the ground,” Nyirenda says.
“In 2016, an average of 12 clients attended our Addiction Recovery Programme every month and this number only applies to only those on the rehabilitation programme which runs for four weeks each session,” he explains.
Nyirenda adds that the number of clients who come for the rehabilitation programme at the hospital increases every day with many others on a waiting list.
“Most of these clients are assisted at our out–patient department and psychosocial centre without being admitted to the hospital for rehabilitation. Some attend our addiction rehabilitation services that run for four weeks,” Nyirenda says.
A recent study report by a 2016 graduating student from Lilongwe University of Agriculture and Natural Resources (LUANAR) Chimwemwe Ngoma indicates that over 50 percent of students at Bunda College are involved in drug abuse.
The situation does not only threaten the future of those indulging in the illicit substances but also the country’s image.
Nyirenda says people who abuse alcohol and substances may develop serious health problems like malnutrition, cardiac complications, kidney and liver failure.
“Other health conditions include hypertension and lung cancer; additionally, alcoholics may be susceptible to sexually transmitted infections (STIs),” he says.
In fact, Nyirenda warns that if alcohol and drug abuse is left unchecked, the next generation may end up being illiterate since most of them may drop out of school leading to a vicious cycle of poverty.
“Consequently, the nation may harbor more criminals and high prevalence of HIV and Aids plus other STIs which are directly linked to alcohol and substance abuse,” Nyirenda says.
A Global Drug Report of 2016 says 247 million people in the world used drugs in 2015. Out of them, 29 million suffered from drug use disorders and only one in six people is receiving treatment.
The report also says Africa trailed America in production and consumption of chamba. Precisely, Africa accounted for 14 percent of all illicit herb seizures.
Malawi Police Service Public Relations Officer James Kadadzera says police have seized a lot of chamba on roadblocks as well as in homes through tip offs from well wishers.
He says if not confiscated such chamba most often find its way to teenagers.
Drug Fight Malawi Executive Director Nelson Zakeyu says the increase in alcohol and drug abuse calls for players to collaborate and strategize on how the youths can be bailed out of the situation.
However, Zakeyu whose organization aims at reducing the harm from intake of the illicit substances claims the institution is failing to reach out to many youths due to inadequate funds.
“Financial problem in the control of drugs and substances is an issue because drug abuse is never mentioned in government development strategies such as the Malawi Growth Development Strategy.
This, as a result, limits development partners to come in with their support.
“Despite the challenges, Drug Fight Malawi is working tirelessly to mobilize resources that would help in reaching out to the youths with evidence–based information on the dangers of marijuana, alcohol and other habit–forming drugs,” he adds.
Again, there seems to be light at the end of the tunnel as Sustainable Development Goal 3 advocates for good health for all people and calls for prevention and treatment of substance and alcohol abuse cases.
It is against this backdrop, therefore, that the Drug Fight Malawi draws its inspiration. Policy makers in government will now start aligning various developmental strategies to the Sustainable Development Goals.
Indeed, in respect to the Sustainable Development Goal 3, Malawi Government recently launched the National Alcohol Policy whose primary objective is to ensure reduced consumption of alcohol through sound regulations.
On their part, the police say they have embarked on an outreach programme to teach and sensitize the youth on the dangers of alcohol abuse and chamba smoking.
“It is a known fact that most of the crimes that are alcohol and marijuana related involve teenagers and those in their early 20s.
“We have a special programme to help the youth not to be in conflict with the law because of alcohol and drug abuse,” Kadadzera says.
Senior Chief Kachindamoto of Dedza, popular for dissolving over 850 child marriages in her area, has since called for a ban on spirits production and selling in the country.
“I am always dismayed to see young people who drink spirits because it is affecting their health. Evidently, most of them now have deformed faces because of the spirits,” she bemoans.
The hard-line Ngoni chief, therefore, calls on government to punish companies that continue to produce such spirits saying they were killing the country’s future that lies in today’s youths.
So, true to Kachindamoto’s assertions, it is not the responsibility of government only but every Malawian to ensure that the country’s young generation is protected from the jaws of alcohol and habit-forming drugs.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
alcoholIndian hemp"
135,135,https://www.nyasatimes.com/malawi-players-in-booze-spree-whore-hooking-and-chamba-smoking-scandal/,www.nyasatimes.com,chamba,"Malawi players in booze spree, whore-hooking and Chamba smoking scandalAugust 13, 2013 Nyasa Times 19 CommentsThe dropping of some of the national team players in the Flames squad against Rwanda has just open a can of worms with revelations confirming that the players were initially dropped following a gross misconduct while in Zambia for Cosafa Cup last month.
Meanwhile, Football Association of Malawi (FAM) president, Walter Nyamilandu and Sports Council executive secretary, George Jana have since confirmed the issue.
One of the players who was part of Cosafa entourage disclosed to Nyasa Times in detail of what happened when the Flames were in Zambia, revealing that some of the players were in involving in uncontrollable drinking spree as well as sneaking women in their hotels rooms and openly smoking marijuana.
Of all the professional players included in the Cosafa Cup squad, it has been noted, it was only James Sangala who maintained discipline and remained in his room all the time his colleagues were sneaking out for booze or hooking errands.
Flames players sneaked in hotel rooms with women for sex
“One night, some of our guys including Joseph Kamwendo, Chiukepo Msowoya, Frank Banda, Dagarous Chirambo among others went out boozing, upon return, four of them came along with women but were denied entry by the hotel’s reception.
“An argument erupted between the players and hotel’s guards who were refusing to allow the women to be sneaked into the rooms. Initially, the guards were concerned about the safety as they feared the women could be thieves. A fight nearly ensued when one of the players pushed a guard on the ground, who quickly pointed out his gun before coach, who had waked up following the noise, intervened,” revealed the player.
Following the incident, Coach Tom Saintfiet demanded that the concerned players should pay a fine of US$200 each and recommended to FAM for further punishment. But the players refused to pay the fine, which has forced FAM to deduct the fine from their game bonuses.
There are pictures of some of the incidents that happened at the team’s hotel rooms. Some of the players were smoking Chamba openly. And the some of the officials who were part of the trip are suspected to have been involved some of the scandals after two Zambian women were found in Flames bus.
“There were two Zambian women in the team bus on our way to the game against Angola. How they got in and who they were with we don’t know. But they were given two team jerseys; number 10 and 19. Nothing has been said or done about that, which leads to the suspicion that the officials know something”.
Saintfiet told the local media on Tuesday that meanwhile the matter concerning some of the players’ behaviour in Zambia has been taken up by FAM and Sports Council.
“Some players were involved in serious disciplinary issues, but we are treating it as a father and son issue. Suffice to say discipline is of paramount importance and we are not going to compromise on issues of discipline,” said Saintfeit.
And Nyamilandu described the players’ conduct as, embarrassing, shameful and unacceptable.
“Allowances were deducted from the players that were involved and we proceeded to write them warning letters,” said Nyamilandu.
Depleted Flames squad
Meanwhil,e the Flame will miss the services of key players when they face Rwanda on Wednesday after five players failed to travel to Kigali.
The Flames will be without captain Joseph Kamwendo, Platinum Stars midfielder Robert Ng’ambi, defender Foster Namwela and strikers Chiukepo Msowoya and Esau Kanyenda amidst allegations of players’ protest over the behaviour of coach Saintfiet.
The last time the two sides met Rwanda beat Malawi 2-0 at Cecafa 2012 tournament in Uganda.
Malawi are preparing for away game against Nigeria in the crucial World Cup qualifier on September 7.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Football Association of MalawiMalawi FlamesTom Saintfiet"
136,136,https://mwnation.com/2-arrested-for-possessing-chamba/,mwnation.com,chamba,"2 arrested for possessing Chambaby Precious Kumbani 17/08/2016 in Front Page, National News 2 min read
0Police in Mulanje have arrested two men for being found in possession of Indian hemp, locally known as Chamba.
Mulanje police spokesperson Gresham Ngwira said the two, Boster Chawinga, 29 and Paul Batson, 42, were arrested Monday.
“A Toyota Corolla registration number KA 4516 was parked along the road at Lundu. Some officers on duty wanted to find out what was wrong with the vehicle but when the driver realised that the police were heading towards their direction, he drove off. Unfortunately the vehicle lost balance and hit a tree.”
According to Ngwira, when officers searched inside the vehicle they uncovered 45 black plastic bags containing Chamba.
They arrested the two passengers while the driver escaped.
Ngwira said the items will be taken to Bvumbwe Research Station for examination. The two will answer an offence of being found in possession of cannabis sativa contrary to Section 4 (a) of Dangerous Drugs Act.
Chawinga is from Misuku village in the area of Traditional Authority (T/A) Mwenemisuku in Chitipa while Batson hails from Ng’omba village in Mulanje district.
Meanwhile, Police in Dedza have also arrested two men for being found with fake currency amounting to K1 million ($1 370). The fake money was in Malawi Kwacha.
Dedza police station deputy spokesperson Cassim Manda identified the two as Themba Nyirenda 46 and Benard Nyirenda 41 both from Chiyona- Nyirenda Village in chief M’mbelwa’s in Mzimba.
Speaking in an interview on Wednesday, Manda said the two are suspected to have planned to dupe Malawians coming from South Africa by exchanging the forged notes with Malawian currency.
Meanwhile, the two have been charged with an offence of importing or purchasing forged currency."
137,137,https://mwnation.com/brothers-arrested-cultivating-chamba/,mwnation.com,chamba,"Brothers arrested for cultivating chambaby CORRESPONDENT . 21/11/2017 in National News 1 min read
0  Police in Ntchisi have arrested two brothers for allegedly cultivating and being found in possession of Indian hemp, commonly known as chamba, without a licence.
Ntchisi Police Station spokesperson Gladson M’bumpha identified the suspects as Esau Banda, 20, and Samuel Banda, 21, of Ching’amba Village in Traditional Authority Chilooko in the district.
Police officers with some of the uprooted chamba
He said the brothers were arrested on Friday at Ching’amba Village following a tip-off from well-wishers that the duo had cultivated Indian hemp in their dimba gardens.
He said Police Criminal Investigations Department (CID) officers went to the village where Esau was arrested and he led the team to the chamba garden.
“Having reached the garden, the officers uprooted the Indian hemp and arrested Samuel who arrived at the garden during the operation,” said M’bumpha.
Police also searched the houses of the suspects where they found two kilogrammes of loose Indian hemp wrapped in a sack, according to M’bumpha.
The suspects will appear court soon to answer charges of cultivating and being found in possession of Indian hemp."
138,138,https://www.mwnation.com/police-intercept-16-bags-of-chamba/,www.mwnation.com,chamba,"Police intercept 16 bags of chambaby Dyson Mthawanji 17/11/2016 in National News 1 min read
0  Police in Kasungu have arrested Noel Matimati, 25, Andrew Moshe, 29, and Harry Kadzandira, 25, for being found in possession of Indian hemp.
Kasungu Police Station deputy spokesperson Harry Namwaza said police were tipped-off that a minibus travelling from Shayona towards Chasato was suspected to have carried Indian hemp.
Namwaza: We were tipped
Namwaza said: “Police mounted a roadblock along Shayona-Chasato earth road where they managed to intercept a Nissan Vanette registration BU 3907.
“ After searching the vehicle, we found 16 bags of loose cannabis sativa each weighing 50 kilogrammes. The three men were arrested on the spot and charged with being found in possession of Indian hemp without a licence.”
Namwaza said the hemp will be taken to Chitedze Research Station for analysis. The three will appear before court soon when police inquiries are completed
Matimati comes from Lolo Village, Traditional Authority (T/A) Changata in Thyolo, Moshe comes from Chamthunya Village, T/A Nsamala in Balaka while Kadzandira comes from Misi Village, T/A Msakambewa in Dowa. n"
139,139,https://mwnation.com/legalise-chamba-say-ma-blacks/,mwnation.com,chamba,"Legalise chamba, say Ma Blacksby John Chirwa 09/06/2015 in Entertainment News 3 min read
0  Reggae outfit Black Missionaries have backed calls to legalise sale of chamba (Indian hemp or marijuana), saying those who are against the proposal lack adequate knowledge on the importance of the plant.
Last month, Ntchisi North Member of Parliament (MP) Boniface Kadzamira broke the silence on discussions about chamba, which were last debated in Parliament in 2000 when the then deputy minister of Agriculture Joe Manduwa championed the proposal.
A pregnant woman blows a blunt at Matafale Memorial
Kadzamira observed that the country would benefit in terms of foreign exchange earnings by legalising the herb.
He said: “Mr Speaker Sir, an acre of [Indian] hemp produces more paper than wood pulp or tree. Apart from paper, you can produce, from hemp, fibre, fabric, soap, lighting oil, medicines, food oil and proteins for both humans and animals.”
Ma Blacks weighed in on the debate during a fundraising show at Key Lounge in Mzuzu on Friday night.
It was at 00.45am, during their trademark ‘Ganja Time’ where some patrons openly smoke chamba, that the group’s bass guitarist Ras Peter Amidu took the microphone to give his input on the debate.
“As you know, the ganja issue was talked about in Parliament. I support that. Ganja is not a drug. Ganja is a plant,” he said.
He then recited a line from Peter Tosh’s Legalise It and added: “This is roots time; ganja time. Don’t drink and drive. If you are drunk let the one who has smoked ganja drive.”
He, however, advised those who do not smoke chamba not to start if government, in future, decides to legalise the ‘weed.’
In an interview later, band leader Anjiru Fumulani said the Chileka-based outfit is in support of legalising the sale of chamba.
Merchants openly selling chamba at the Matafale Memorial in Chileka, Blantyre last year
“Weed is an important plant. It has more than 10 uses too numerous to mention. But the important one is that it can be used to cure diseases such as asthma or cancer.
“So, those who argued for it in Parliament know these uses and that it would boost the economy of our country. Some people know this. But they choose not to face the reality,” said the soft spoken lead vocalist.
He said others mistakenly think that smoking chamba would be harmful to smokers.
“They don’t know that smoking weed gives intelligence. We are behind those who are advocating for the legalisation of the plant,” he said.
This could have been a perfect diversion from recent attacks on social media of the band’s perceived sub-standard four promotional songs off their Kuimba 10 album.
In Mzuzu, the air of expectation for the new songs was pregnant. The Key Lounge, now O’Seasons, was filled to capacity. Toza Matafale, Yanjanani Chumbu, Moda Fumulani and Fitzgelard Simfukwe curtain-raised the show.
By the time Anthony Makondetsa came on stage, the floor was already hot with the audience in a party mood, thanks to Moda’s earlier energetic performance.
Makondetsa lived up to his mantle as he never disappointed with his escalating performance.
When Makondetsa left the stage at 00.45am, Amidu called the hall to order for a ganja time break before Anjiru took over proceedings at 1.06am.
But the performances had to halt briefly for 10 minutes following a small technical hitch. That, however, did not dampen the mood for party.
With the help of Amidu on bass guitar, Takudziwani Chokani (lead guitar), Yanjanani Chumbu (vocals), Gift Thugo (keyboard), Chizondi Fumulani (keyboard) and Paul Chokani(drums), Anjiru dished almost 25 songs for over two hours.
But it was their new Tizingochedza that the audience kept on demanding for replays. To excite the audience that, possibly had the majority of Tumbuka-speaking people, Anjiru engaged them in the Northern Region’s dialect version of the song.
He left stage at 3.25am."
140,140,https://mwnation.com/forestry-department-destroys-chamba-planted-reserve/,mwnation.com,chamba,"Forestry Department destroys chamba planted in reserveby Davie mchinga 31/10/2017 in National News 2 min read
0  Nkhotakota Forestry Department on Saturday made a surprise raid in Dwambazi Forest Reserve where they destroyed Indian hemp and other crops planted by encroachers.
Similar attempts to drive out the encroaching communities, particularly from traditional authorities Kanyenda and Kafuzira, have proven futile as encroachers continue breaking new ground.
A forestry officer slashes chamba and beans
The operation, jointly conducted with armed game rangers from African Parks which is managing Nkhotakota Wildlife Reserve under a 20 year-long concession in a public private partnership arrangement, saw hundreds of hectares of Indian hemp, commonly called chamba, being destroyed while other crops such as beans, soya beans and maize were also slashed down.
In an interview after the exercise, district forestry officer George Ziphophe said he is not happy with the rate at which the forest is fast being turned into a hotspot for chamba cultivation.
He said the forest is being targeted for cultivation because of its fertile soils.
“There are a number of factors that compel these people to encroach into the forest. One such factor is fertility. The soils are very rich in mineral salts, hence, they do cultivate without fertiliser.
“Additionally, the moisture content is good such that they do farm in summer. But we cannot condone such illegal practice to prevail. We will take them head on,” he said.
According to a 2009 Nkhotakota District Social Profile, the 36 600 hectare forest reserve, which was gazetted in 1996, had 145 encroaching households that occupied about 283 hectares.
Dwambazi Forest Reserve is one of the largest water catchment areas where rivers such as Dwambazi, Mkoma, Khuyu, Luluzi, and Chiphumbulu. n"
141,141,https://mwnation.com/chamba-transporter-beats-police-roadblocks/,mwnation.com,chamba,"Chamba transporter beats police roadblocksby Precious Kumbani 05/01/2016 in National News 1 min read
0  Driver of a van registration number ZA 1580 carrying 109 bags of cannabis sativa (Indian hemp) weighing 30 kilogrammes each managed to pass through all roadblocks from Nkhotakota to Lirangwe in Blantyre without law enforcers noticing.
If it were not for officials from the Malawi Revenue Authority (MRA) at their Lirangwe roadblock, the van would have safely arrived in Blantyre to offload the prohibited drug.
The van with the hemp
However, MRA officers impounded the van after the driver reportedly resisted to open the back of the van for check-up.
According to an MRA official at the roadblock, the driver, identified as Rington Muli by police, tried to offer them a bribe so that they let him go.
“Upon noting that his plans could not work the driver escaped the scene,” said the official who did not want to be named.
MRA has since handed over the van together with the hemp to the Malawi Police Service (MPS).
Were police officers in all roadblocks from Nkhotakota to Blantyre sleeping? Southern region police spokesperson James Kadadzera said in an interview today that they were also failing to find answers on the same.
“Let me tell you that we are all puzzled and as I am talking now we have launched an investigation on the matter,” he said.
Kadadzera said police are yet to make arrests on the matter and investigations are ongoing.
Once arrested, Muli will appear in court to answer the charge of being found in possession of Indian hemp.
 "
